Latitude,Longitude,Location,Name,Quantity,Type
41.896498,-87.641231,469 West Chicago Avenue,469 West Chicago Avenue - Starbucks,1,Type B
41.90945,-87.637573,1500 N. New Orleans,1500 N. New Orleans,1,Type B
41.950412,-87.727195,3811-3817 North Pulaski Road,3817 N. Pulaski,2,Type B
41.899537,-87.635218,221 West Walton Street,Lighthouse Institute,2,Type B
41.816545,-87.623022,528 E 43rd St,"Sip & Savor, 528 E 43rd St",1,Type B
41.98756127,-87.66985035,5820 N. Clark,Northside Dental,2,Type B
41.844584,-87.713912,3538-3540 West 26th Street,26th & Central Park Currency Exchange-3540 W 26th Street,1,Type B
41.953483,-87.686955,3941-3943 North Claremont Avenue,Irving and Claremont (South Side),1,Type B
41.844505,-87.717584,2554 South Lawndale Avenue,Pizza Nova-3704 W. 26th Street,1,Type B
41.843921,-87.728801,4147 West 26th Street,Pollo Bravo Restaurant-4147 W. 26th Street,1,Type B
41.69976,-87.618638,159 East 107th Street,159 East 107th Street - Developmental Academy Preschool,1,Type B
41.966831,-87.688843,4700 N Western Ave,4700 N Western Ave,4,Decorative
41.91789422,-87.76072993,5358 W Grand Ave,Grand Avenue Shrimp House,1,Type B
41.91582,-87.746074,1919 N Cicero Ave,1919 N Cicero Ave,2,Type B
41.944803,-87.706177,3491 N. Elston Ave,3491 N. Elston Ave,1,Type B
41.736063,-87.622952,29 East 87th Street,29 East 87th Street - McDonald's,1,Type B
41.70254,-87.537285,3541 East 106th Street,3541 E 106th St,1,Type B
41.909614,-87.729496,4111 West North Avenue,4115 West North Avenue,1,Type B
41.930535,-87.68823,2702 North Western Avenue,Western & Schubert,1,Type B
41.685239,-87.613418,355 East 115th Street,355 East 115th Street - Heaven Hands Ministries,1,Type B
41.885276,-87.629861,180 North Dearborn Street,Goodman Theater,2,Type B
41.707014,-87.610375,525 East 103rd Street,525 East 103rd Street - Fulfilled Purpose Church,1,Type B
41.980315,-87.667969,5413 North Clark Street,Summerdale Restaurant,1,Type B
41.876224,-87.631052,426 South Clark Street,West side of Clark Street between Van Buren and Congress,1,Type B
41.853852,-87.652876,2101 S. Carpenter St,"Lo Rez Brewing and Taproom,  2101 S. Carpenter St",3,Type B
41.844639,-87.709565,3346-3356 West 26th Street,T-Mobile Store-3352 W 26th Street,1,Type B
41.877391,-87.671233,1755 West Jackson Boulevard,Church's Chicken at Ogden and Jackson,2,Type B
41.93142262,-87.74787033,4833 W Diversey Ave,Morelia Supermarket,2,Type B
41.890624,-87.624469,444 North Michigan Avenue,444 North Michigan Avenue,2,Type B
41.880569,-87.639487,111 S. Canal,Monroe and Canal Intersection,8,Type B
41.92467605,-87.70802485,3201 W. Fullerton,"Paramount Personal Training, Inc",1,Type B
41.98947303,-87.73361881,5994 N Rogers,Strip Mall,2,Type B
41.864772,-87.626119,1332-1334 South Wabash Avenue,"Cycmode, 1333 S Wabash Ave",2,Type B
41.936387,-87.712443,3020 N. Kimball Ave,"Garrett Wellness Center, 3020 N. Kimball Ave",1,Type B
41.976971,-87.654335,5201 North Sheridan Road,Corner of Foster and Sheridan,1,Type B
41.92425897,-87.76750727,5634 W Fullerton,Plaza,2,Type B
41.692206,-87.603764,727 East 111th Street,727 East 111th Street - CPD Area 2 Station,1,Type B
41.684976,-87.637099,555 West 115th Street,555 West 115th Street - Phase I Learning Center,1,Type B
41.892988,-87.63049,63 West Ontario Street,Hard Rock Cafe Chicago,1,Type B
41.71158,-87.682053,10008 South Western Avenue,Town Liquors,1,Type B
41.84310853,-87.71500703,2642 S Central Park Ave,Dentist Office,1,Type B
41.96475,-87.673698,4545-4547 North Ravenswood Avenue,4545 North Ravenswood Avenue,1,Type B
41.928893,-87.697692,2800 West Logan Boulevard,2800 W. Logan Blvd,2,Type B
41.904832,-87.677506,1250-1252 North Damen Avenue,1252 n Damen,1,Type B
41.739527,-87.551842,8548-8550 South Commercial Avenue,8550 South Commercial Avenue - Maya's Pizza,1,Type B
41.960262,-87.754368,4356 N. Milwaukee Ave,Tone Deaf Records 4356 N. Milwaukee Ave,1,Type B
41.912842,-87.681507,1732 North Milwaukee Avenue,Roxie's by the slice,1,Type B
41.885396,-87.636973,180 N Wacker,180 N Wacker,1,Type B
41.953139,-87.649295,3901 North Broadway,3901 North Broadway,2,Type B
41.906015,-87.662705,1327 N Noble St,"St. Stanislaus Kostka Church,1327 N Noble St",2,Type B
41.89704198,-87.66453269,1459 W. Fry St,Chip Inn,1,Type B
41.72155517,-87.53569042,9556 S Ewing,ST GEORGE'S CHURCH,1,Type B
41.752615,-87.643797,7757 South Halsted Street,7757 South Halsted Street - Neil's Food Mart,1,Type B
41.852556,-87.721852,3848-3860 West Ogden Avenue,3860 West Ogden Avenue,2,Type B
41.917445,-87.702603,3005 W Armitage Ave,"Joe's Hair Studio,3005 W Armitage Ave",1,Type B
41.885487,-87.643064,180 North Jefferson Street,180 N Jefferson Apartments,1,Type B
41.886519,-87.629901,55 West Upper Wacker Drive,55 W. Wacker/ Dearborn side,2,Type B
41.966217,-87.666696,4631 North Clark Street,4629 North Clark Street - damaged rack,1,Type B
41.903119,-87.671588,1743 West Division Street,1743 West Division,1,Type B
41.93255,-87.661129,Diversey & Lakewood,Diversey & Lakewood,2,Type B
41.852816,-87.646273,2147-2149 South Halsted Street,"2149 S. Halsted, Yoga Studio",1,Type B
41.965354,-87.672958,1742-1756 West Wilson Avenue,1760 W. Wilson,3,Type B
41.947511,-87.649852,3600 North Halsted Street,3600 North Halsted - Center on Addison,2,Type B
41.884849,-87.627444,8 East Randolph Street,"Joffrey Ballet, 10 E Randolph St",2,Type B
41.712937,-87.653984,9938 South Vincennes Avenue,9940 South Vincennes Avenue - Mi Lindo Durango,1,Type B
41.991775,-87.798969,6088 North Northwest Highway,Norwood Park Metra Station,4,Type B
41.895351,-87.630424,61 West Superior Street,"Poetry Foundation, 61 West Superior Street",2,Type B
41.956295,-87.679992,4109 North Lincoln Avenue,Bottles & Cans,1,Type B
41.74476,-87.558624,2700-2702 East 83rd Street,2700 East 83rd Street - The Earth Center,1,Type B
41.924395,-87.740828,4516 West Fullerton Avenue,4516 W Fullerton Ave.,1,Type B
41.903218,-87.675263,1909 W. Division,1909 W. Division,1,Type B
41.880061,-87.647309,116 S. Halsted,Starbucks,1,Type B
41.904486,-87.668712,1256-1258 North Milwaukee Avenue,1256-1258 North Milwaukee Avenue,1,Type B
41.80882,-87.669225,1746 West 47th Street,Panaderia Pantitlan and N & P Jewelry-1746 W. 47th Street,1,Type B
41.947935,-87.688286,3643 N. Western,MOD Pizza,4,Type B
41.93127515,-87.77550396,5948 W Diversey Ave,Lucky Inn,1,Decorative
41.853749,-87.678126,2103 South Hoyne Avenue,2059 W 21st St,1,Type B
41.891233,-87.66257,1400-1408 West Grand Avenue,"Green Grocer 1402 West Grand Ave, Chicago IL",2,Type B
41.93110782,-87.77149171,5809 W Diversey Ave,JV Hair Salon,1,Decorative
41.887124,-87.63123,Chicago Riverwalk,Riverwalk Entrance,2,Type B
41.887032,-87.677631,2000-2034 West Fulton Street,Damen and Fulton,2,Type B
41.915977,-87.652068,1876 N. Bissell,Icky Park,1,Type B
41.659119,-87.597052,1029 E. 130 Street,TCA Health Center,2,Type B
41.86637922,-87.69528507,2745 W. Roosevelt Road,Chalmers Elementary,2,Type B
41.93872264,-87.75112461,4943 W. Belmont,"Fresenius Medical Care, 4943 W. Belmont",1,Type B
41.944814,-87.64134,3430 N. Lakeshore Drive,3430 N. Lakeshore Drive CTA Bus Stop,1,Type B
41.707665,-87.608695,600-604 East 103rd Street,600 East 103rd Street - Community Food Mart,1,Type B
42.016251,-87.6684,7404 North Greenview Avenue,"Charmers Café, 7406 N.  Greenview",4,Type B
41.917744,-87.706027,3110 West Armitage Avenue,Walgreen's,1,Type B
41.923091,-87.666014,2261-2265 North Clybourn Avenue,"Whole Health Chicago, 2265 N Clybourn Ave",1,Type B
41.933884,-87.660888,2866 North Lincoln Avenue,Heritage Littles,1,Type B
41.93119043,-87.77858935,6102 W Diversey,La Piri Tacos,1,Decorative
41.677629,-87.637554,609 West 119th Street,609 West 119th Street - Six Brothers Tobacco and Food,1,Type B
41.844685,-87.711953,3448-3450 West 26th Street,PNC Bank-3450 W 26th Street,1,Type B
41.961121,-87.649883,4343 North Clarendon Ave,4343 North Clarendon Ave,1,Decorative
41.895985,-87.698396,2834-2850 West Chicago Avenue,"The Wasteshed, 2842 W. Chicago Ave",1,Type B
41.981847,-87.712865,5510 North Christiana Avenue,5510 North Christiana Avenue - Peterson Elementary,4,Type B
41.898123,-87.622914,175 E. Chestnut,175 E. Chestnut,1,Plaza Rack
41.798459,-87.602315,936 East 54th Street,Kozminski Community Academy,2,Type B
41.968741,-87.707997,4801 North Kedzie Avenue,4811 North Kedzie Avenue - Lindo Michoacan Restaurant,2,Type B
41.847145,-87.724984,2422 South Pulaski Road,2424 South Pulaski Road,1,Type B
41.971441,-87.725087,4950 North Avers Avenue,4950 North Avers Avenue - Volta Elementary,1,Corral
41.889369,-87.651666,401 North Morgan Street,Brass Monkey event space/artist's lofts,2,Type B
41.899607,-87.62488,900 North Michigan Avenue,"900 N Michigan Ave, Gucci Store",1,Type B
41.962042,-87.654445,4401-4413 North Sheridan Road,Jakes,1,Type B
41.952119,-87.649888,3826 North Broadway,3826 North Broadway - Wee Care Preschool,1,Type B
41.895793,-87.684196,2258 W Chicago Ave,"Fatsos Last Stand, 2258 W Chicago Ave",1,Type B
42.00483,-87.67316,6736-6750 North Clark Street,"McDonalds, 6740 N. Clark St",1,Type B
41.968432,-87.740626,4821 N Elston Ave,"Senor Pan Cafe,4821 N Elston Ave",2,Type B
41.911122,-87.679032,1640-1652 North Milwaukee Avenue,"1647 N. Milwaukee, Trek Bike Store",1,Type B
41.91152909,-87.67935816,1658 N Milwaukee,Seven Eleven,1,Type B
41.92434678,-87.75221868,5020 W Fullerton,Fresh Market,1,Decorative
41.691359,-87.68572,2545-2559 West 111th Street,2545 West 111th Street - Charter Fitness Beverley,2,Type B
41.85880182,-87.73430186,4350-52  W. 16th,Greater Star Baptist Church,1,Type B
41.92122378,-87.69431407,2211 N Milwaukee,Navigator Tap Room,2,Type B
41.880294,-87.641868,555 West Monroe Street,555 W Monroe Street,1,Type B
41.965023,-87.653802,931-939 West Wilson Avenue,"935 W Wilson Ave,",1,Decorative
41.913095,-87.652487,1755 N Clybourn Ave,Clybourn Park Basketball Courts,4,Type B
41.736088,-87.658956,1412 West 87th Street,1412 West 87th Street - Sweet Pea Academy,1,Type B
41.899393,-87.696659,"1001 N. California Ave, Café Marie-Jeanne","1001 N. California Ave, Café Marie-Jeanne",2,Type B
41.9912,-87.746472,6040 N Kilpatrick Ave,"Sauganash School, 6040 N Kilpatrick Ave",6,Type B
41.87803,-87.640384,West Jackson Boulevard,520 West Jackson Boulevard,1,Type B
41.937095,-87.665584,3052 North Lincoln Avenue,Universal Sole,1,Type B
41.942931,-87.730511,3396-3398 North Milwaukee Avenue,"3394 N. Milwaukee, Live Wire",1,Type B
41.87005692,-87.70974856,3333 W. Arthington Ave,Homan Square Park Sunken Gardens,1,Type B
41.921406,-87.64804,2145 North Halsted Street,"Lincoln Park High School, 2001 N Orchard St",7,Type B
41.856746,-87.666529,1834 South Ashland Avenue,Rockstar Hair Boutique,1,Type B
41.837035,-87.731305,4246-4258 West 31st Street,Home Run Inn Pizza-4254 W. 31st Street,1,Type B
41.983438,-87.672177,1677 W. Bryn Mawr,"Saint Gregory the Great Convent, 1677 W. Bryn Mawr",2,Type B
41.954979,-87.678585,4025 North Damen Avenue,Cuyler & Damen,1,Type B
41.951517,-87.650249,"3800 North Broadway, Grill Park Cooperative",3800 North Broadway - Gill Park Cooperative,1,Type B
41.854035,-87.652935,1036 West 21st Street,1036 West 21st Street,2,Type B
41.92373212,-87.77169151,5819 W Fullerton,Hair studio,1,Decorative
41.877979,-87.626455,25 East Jackson Boulevard,DePaul Central/ DPU Lewis Center,7,Type B
41.873012,-87.629413,714 South Dearborn Street,"Sandmeyer's Bookstore, 714 S Dearborn St.",1,Type B
41.88085002,-87.63522487,230 W Monroe,230 W Monroe,1,Type B
41.707652,-87.614158,350-364 East 103rd Street,350 East 103rd Street - Dunkin Donuts,1,Type B
41.891188,-87.63701,509 N. New Orleans,Domino's Pizza,1,Type B
41.885371,-87.633553,177 North Wells Street,"CTA blue line, 7 Eleven, Subway",1,Type B
41.881531,-87.641159,11 South Clinton,11 South Clinton,2,Type B
41.964647,-87.68908,4548 N Western Ave,4548 N Western Ave,3,Decorative
41.950629,-87.649589,3760 North Broadway,3760 North Broadway - MyEyeDr.,1,Type B
41.854348,-87.678186,2015-2017 South Hoyne Avenue,CTA Damen Pink Line Station (Hoyne exit side),2,Type B
41.844106,-87.721572,3849 West 26th Street,Naty's Pizza-3849 W 26th Street,1,Type B
41.92961503,-87.77583555,"2709 N Austin Avenue, Lucy's Beauty Salon","2709 N Austin Avenue, Lucy's Beauty Salon",1,Type B
41.893261,-87.629248,30 West Ontario Street,30 West Ontario Street - Northwestern Medicine,2,Type B
41.791367,-87.594123,1316 E. 57th,1316 E. 57th,1,Type B
41.94523057,-87.67018433,1650 W. Cornelia Ave,Hamilton Elementary,4,Type B
41.92041668,-87.77552198,5959 W. Grand Ave,El Ranchito on Grand,1,Type B
41.884031,-87.651746,945 West Randolph Street,Nando's,1,Type B
41.735465,-87.657585,1345 West 87th Street,1345 West 87th Street - Fresh Catch Fish and Seafood,1,Type B
41.692662,-87.633789,420 West 111th Street,420 West 111th Street - Youth Peace Center of Roseland,1,Type B
41.85385251,-87.72470603,2005 S. Pulaski,CTA Pulaski Pink Line Station/ Bus Stop,5,Type B
41.72138,-87.669191,1840-1842 West 95th Street,"1844 W 95th St., Jimmy Jamm Sweet Potato Pies",1,Type B
41.93892799,-87.74453668,4712 W. Belmont,"Parsons Park, 4712 W. Belmont",2,Type B
41.922248,-87.696796,2280 North Milwaukee Avenue,2331 N California,1,Type B
41.886624,-87.620627,221 N. Columbus,Radisson Blu Aqua Hotel,1,Type B
41.98210067,-87.66842402,5515 N. Clark,"5515 N. Clark, Edge Produce",1,Type B
41.902071,-87.63022,1100-1110 North Dearborn Street,Dearborn and Maple,2,Type B
41.96124,-87.701669,2925 W. Montrose,Twisted Hippo Brewing,1,Type B
41.93858537,-87.66621643,3120 N. Greenview,Rax Trax/ Power Cycle 3120 N. Greenview,1,Type B
41.751758,-87.577723,1914-1918 East 79th Street,1916 East 79th Street - Catfish Jack,1,Type B
41.91694833,-87.75464531,5130 W Grand Ave,Grand Food & Liquor,1,Type B
41.888833,-87.633634,161 West Kinzie Street,Merchandise Mart,3,Type B
41.968179,-87.710638,3253 West Lawrence,3253 West Lawrence Avenue - Great Sea,2,Type B
41.879778,-87.62855,131 South Dearborn Street,"131 South Dearborn Street, Chicago IL",1,Type B
42.007019,-87.673187,6907 North Clark Street,Rogers Park library,2,Type B
41.865409,-87.623717,1303-1321 South Michigan Avenue,1305 S. Michigan Ave,1,Type B
41.910522,-87.695161,2700-2722 West North Avenue,Tip Top Wine & Spirits,1,Type B
41.890601,-87.630802,25 North Clark Street,Corner of Clark St. and Illinois St.,1,Type B
41.97934,-87.667944,5343 North Clark Street,Clark between Summerdale / Balmoral,1,Type B
41.949806,-87.766889,3810 N Central,"3810 N Central, Ecuadorian Restaurant",1,Type B
41.89494,-87.623897,135 E Huron St,135 E Huron St,2,Type B
41.975428,-87.752304,5200 North Elston Avenue,Mother Cluckers,2,Type B
41.903162,-87.696171,2744 West Division Street,Yauco Food & Liquors,1,Type B
41.919657,-87.648573,2050 N Halsted St,"Aroma Workshop,  2050 N Halsted St",1,Type B
41.944885,-87.64915,3441-3443 North Halsted Street,3441 North Halsted Street - Lark,1,Type B
41.843655,-87.716931,2619-2625 South Lawndale Avenue,Little Village Academy-2620 S. Lawndale Avenue,1,Type B
41.899682,-87.67565,1001 North Winchester Avenue,Winchester and Augusta,2,Type B
41.99739717,-87.76448909,5418 W. Devon Avenue,"5418 W. Devon Avenue, A Vintage Bloom",1,Type B
41.883407,-87.628023,Washington/State,Washington/State,1,Type B
41.71407155,-87.66776943,1810 W. 99th Assure Aesthetics,1810 W. 99th Assure Aesthetics,2,Type B
41.89935,-87.63609,900-920 North Franklin Street,Franklin square,4,Type B
41.93838073,-87.77699342,6017 W. Belmont,EuroCenter,1,Type B
41.837052,-87.723484,3936-3940 West 31st Street,El Faro-3936 W. 31st St.,1,Type B
41.678227,-87.630775,322 West 119th Street,322 West 119th Street - West Pullman Church of God,1,Type B
41.888618,-87.629617,400 N. Dearborn,James C. Tyree Way,4,Type B
41.871769,-87.644028,800 South Deplanes Street,800 South Deplanes Street - Maxwell Street Market,4,Type B
41.971275,-87.660153,4878 North Broadway,Dakao Travel,2,Type B
41.881568,-87.635596,303 West Madison Street,CBRE Office Building,1,Type B
41.883222,-87.631686,South side of Washington between Clark and Lasalle,South side of Washington between Clark and Lasalle,4,Type B
41.899491,-87.623211,180 East Delaware Place,180 East Delaware Place - The Westin,6,Type B
41.997357,-87.711282,3299 W. Devon,Legion park,2,Type B
41.968237,-87.703843,4746-4750 North Sacramento Avenue,3005 West Lawrence Avenue - Bru Coffeeworks,1,Type B
41.91454799,-87.73684503,1830 N. Kostner,Right Bee Cider,1,Type B
41.830584,-87.6461,3500 South Halsted Street,3500 South Halsted Street- Bridgeport Restaurant,1,Type B
41.691844,-87.534181,3657 E 112th St,"Champion Taekwondo USA Inc, 3657 E 112th St",2,Type B
41.93855353,-87.76361415,5455 W. Belmont Avenue,PNC Bank,1,Type B
41.83845093,-87.62068661,200 E. 31rst,Dunbar (Paul Laurence) Park,1,Type B
41.992395,-87.728983,6122 North Pulaski Road,6122 N Pulaski Rd,1,Type B
41.707567,-87.618267,200 East 103rd Street,200 East 103rd Street - Church's Chicken,1,Type B
41.982633,-87.689781,5544 North Western Avenue,"East-West Martial Arts, 5544 N. Western",2,Type B
41.98012723,-87.70889209,5425 N Kedzie,5425 N Kedzie,1,Type B
41.895511,-87.696968,2801-2803 West Chicago Avenue,"2803, W. Chicago FEED",2,Type B
41.886473,-87.632465,SE corner of Wacker and Lasalle,SE corner of Wacker and Lasalle,3,Type B
41.69304,-87.613054,400 East 111th Street,400 East 111th Street - True Vine Holiness Church,1,Type B
41.728577,-87.550967,9157 South Commercial Avenue,9157 South Commercial Avenue - City Sports,1,Type B
41.903505,-87.720405,3703-3715 West Grand Avenue,River city community church,2,Type B
41.878478,-87.625576,243 South Wabash Avenue,243 S Wabash Ave,2,Type B
41.941292,-87.668352,3249-3259 North Ashland Avenue,3257 North Ashland Avenue,2,Type B
42.019454,-87.688968,2331 W Howard,"American Ale House, 2331 W Howard",1,Type B
41.889852,-87.627017,430 North Wabash Avenue,420 North Wabash,1,Type B
41.759745,-87.605073,7419-7421 South Cottage Grove Avenue,7419 South Cottage Grove Avenue - Jelly Bean Learning Center,1,Type B
41.950246,-87.678872,3752 North Damen Avenue,SW corner of Damen Ave./ Grace St.,2,Type B
41.967791,-87.659003,4718 N. Broadway,"4718 N. Broadway, Fist Ascent",1,Type B
41.884306,-87.628399,108 North State Street,108 North State Street,3,Type B
41.967385,-87.759926,4767-4777 North Milwaukee Avenue,CVS,1,Type B
41.677708,-87.638711,639-643 West 119th Street,641 West 119th Street - Salon One Nineteen,1,Type B
41.794875,-87.588049,5500 South Lake Park Avenue,"1525 E. 55th St, Chicago IL 60615",1,Type B
41.961276,-87.669285,SW corner Ashland/Montrose,SW corner Ashland/Montrose,1,Type B
41.990094,-87.731819,4055 W. Peterson Ave,Alarmist Tap Room,2,Type B
41.857568,-87.66942,1719 West 18th Street,1721 W. 18th St.,3,Type B
41.900784,-87.630831,66 West Oak Street,66 West Oak Street - Warren Barr Rehabilitation Center,2,Type B
41.968022,-87.710912,4740 N. Spaulding,4740 N. Spaulding,1,Type B
41.88142,-87.653892,1047 West Madison Street,"1061 W Madison, 60607",1,Type B
41.963691,-87.757553,4558 North Milwaukee Avenue,"4558 N. Milwaukee, CTA Bus & Residence",1,Type B
41.905009,-87.669528,1286 North Milwaukee Avenue,Milwaukee/Paulina,1,Type B
41.957105,-87.65194,4101 North Broadway,4101 N. Broadway,1,Type B
41.794875,-87.588049,5500 South Lake Park Avenue,5506 S Lake Park Ave.,1,Type B
41.806999,-87.657942,4758 South Throop Street,Pinita Food,1,Type B
41.885346,-87.63724,180 North Wacker Drive,180 North Wacker Drive,3,Type B
41.961216,-87.722416,3744-3748 West Montrose Avenue,Creative Minds Child Development Center & Los Tacos,3,Type B
41.88597,-87.622077,"Pedway, 145 North Stetson Avenue",145 North Stetson Avenue,5,Type B
42.016311,-87.675013,7407-7411 North Clark Street,Rogers Park Fruit Market,2,Decorative
41.882235,-87.632361,2 North LaSalle Street,2 North LaSalle Street,3,Type B
41.944739,-87.664319,3446 North Southport Avenue,Corridor Brewing,1,Corral
41.9384526,-87.77110086,5751 W Belmont Ave,Plaza,1,Type B
41.88804,-87.624253,333 North Michigan Avenue,Hyatt Regency Hotel,3,Type B
41.761528,-87.605081,7331 South Cottage Grove Avenue,7331 South Cottage Grove Avenue - Home Learning Center,1,Type B
41.884612,-87.637339,150 West Randolph Street,150 North Wacker,2,Type B
41.748175,-87.644238,8016-8022 South Halsted Street,8020 South Halsted Street,1,Type B
41.85798,-87.675089,1940 West 18th Street,Orozco Elementary Fine Arts & Sciences-1940 W. 18th Street,1,Type B
41.9185765,-87.69016935,2051 N. Milwaukee Avenue,Concord Theater,1,Type B
42.00948,-87.661884,7001-7011 North Sheridan Road,Northeast Lunt & Sheridan,1,Type B
41.93860744,-87.76056589,5335 W. Belmont,"Will's Barbershop, 5335 W. Belmont",1,Type B
41.91132981,-87.63198021,1602 N Clark Street,Wintrust Bank,1,Decorative
41.901039,-87.62544,106 East Oak Street,106 East Oak Street,1,Type B
41.968321,-87.70698,3119-3125 West Lawrence Avenue,3119 West Lawrence Avenue,1,Type B
41.809564,-87.622845,78 E. 47th St,Sip & Savor,2,Type B
41.86420073,-87.7251493,1302 S. Pulaski,1302 S. Pulaski YMEN Bike Box,1,Type B
41.962122,-87.755356,4455-4457 North Milwaukee Avenue,"4455 N. Milwaukee, Longman Martial Arts",1,Type B
41.931972,-87.713592,3432 W. Diversey,Second Shift Coworking Space,2,Type B
41.87926,-87.634667,211-217 West Adams Street,211 West Adams Street,2,Type B
41.94583645,-87.77631558,"5958 W. Addison Street, Cragin Fresh Market","5958 W. Addison Street, Cragin Fresh Market",1,Type B
41.870296,-87.624818,910 South Michigan Avenue,City Segway Chicago,1,Type B
41.913691,-87.711615,1757 N. Kimball,Kimball Arts Center Chicago,4,Type B
41.91954281,-87.69133643,2105 N Maplewood,Wasabi,2,Type B
41.949454,-87.648343,3701-3709 North Broadway,"ISA Hair Studio, 3705 N. Broadway",1,Type B
41.884836,-87.625503,66 East Randolph Street,66 E Randolph,1,Type B
41.8852,-87.656789,172 N. Racine,Heritage Bicycles,2,Type B
41.904069,-87.628465,1201 North State Parkway,1201 North State Parkway - CVS,1,Type B
41.936651,-87.697823,3025 N. California,Taqueria La Zacatecana,1,Type B
41.84269,-87.706263,2712 S. Sawyer Ave,"McCormick Elementary School, 2712 S. Sawyer Ave",4,Type B
41.721252,-87.676279,2132-2140 West 95th Street,Aah Yummy Candy Emporium-2134 W. 95th Street,1,Type B
41.940062,-87.711833,3302-3358 West Belmont Avenue,In front of Buffet Castle or Discovery Clothing,1,Type B
41.892137,-87.634821,215 West Ohio Street,215 W Ohio St.,3,Type B
41.895309,-87.711789,748 North Homan Avenue,3401 West Chicago Avenue,2,Type B
41.886396,-87.629322,"Pedway, 35 West Wacker",35 West Wacker,3,Type B
41.684942,-87.65266,1221 West 115th Street,1221 West 115th Street - Maple Park Plaza,1,Type B
41.93873347,-87.76026734,5330 W. Belmont,"Carnicerias Jimenez, 5330 W. Belmont",3,Type B
41.82735303,-87.64098531,"558 W 37th St, Stockyard Coffee House",Stockyard Coffee House,1,Type B
41.96847,-87.706534,3108 West Lawrence Avenue,3108 West Lawrence Avenue,1,Type B
41.957128,-87.751445,4208 N. Milwaukee,"4208 N. Milwaukee, Pronto Envios International",1,Type B
41.9340191,-87.76643088,2930 N Central Ave,Plaza,1,Type B
41.884463,-87.634566,225 West Randolph Street,225 West Randolph Street,3,Type B
41.735813,-87.646413,901-911 West 87th Street,907 West 87th Street - Best Jerk,1,Type B
41.751961,-87.57065,2200 East 79th Street,2200 East 79th Street - Jamaican Tropical Cuisine,1,Type B
41.965401,-87.708682,4620 North Kedzie Avenue,4620 N Kedzie,2,Type B
41.744345,-87.575043,2020 East 83rd Street,2020 East 83rd Street - Celebrity Lounge,1,Type B
41.908599,-87.651756,1501-1505 North Kingsbury Street,"1501 N Kingsbury St, Chicago IL",2,Type B
41.889762,-87.63426,412 North Wells Street,412 North Wells Street,2,Type B
41.881967,-87.631276,106 West Madison Street,106 West Madison Street,2,Type B
41.992487,-87.659882,6107 North Broadway,6107 N. Broadway,2,Type B
41.9113,-87.677499,1623 N. Damen,1623 N. Damen,1,Type B
42.001397,-87.663506,NE corner of Loyola & Lakewood,"Waldorf Schools, NE corner of Loyola & Lakewood",2,Type B
41.92378401,-87.76822074,5655 W Fullerton,D'Cuba Restaurant,1,Decorative
41.917406,-87.687636,1960 North Western Avenue,1958 North Western Avenue - Marz Brewing,2,Type B
41.808144,-87.673106,1921 West 47th Street,Dulceria Alicia-1921 W 47th Street,1,Type B
41.984461,-87.660351,5624-5626 North Broadway,"5624 N. Broadway, Edge Taco",1,Type B
41.96507,-87.708371,4610 N. Kedzie,"Fruityland Ice Cream Shop, 4610 N. Kedzie",1,Type B
41.940051,-87.656891,1100-1110 West Belmont Avenue,1100 West Belmont Avenue,1,Type B
41.909885,-87.707481,3201-3219 West North Avenue,"SW Corner, North and Kedzie",1,Type B
41.902546,-87.710851,1152 North Christiana Avenue,LUCHA,2,Type B
41.699671,-87.621034,10706 South Michigan Avenue,10706 South Michigan Avenue - Lilydale Progressive Baptist Church,1,Type B
41.810206,-87.665343,4602-4604 South Ashland Avenue,El Canelo Boots-4604 S. Ashland Avenue,1,Type B
41.997764,-87.697221,2630 W Devon,2630 W Devon,1,Type B
41.801001,-87.676773,2057 West 51st Street,"Sputnik Coffee, 2057 W. 51st St",2,Type B
41.961092,-87.755134,4416 North Milwaukee Avenue,"4416 N. Milwaukee, Babes Bar",2,Type B
41.810293,-87.664611,4601 South Ashland Avenue,Naples Pizza-4601 S. Ashland Avenue,1,Type B
41.936759,-87.697744,3034 N. California,"3034 N. California, Corner Store",1,Type B
41.857147,-87.621475,1801 S. Indiana,Chicago Women's Park & Garden,2,Type B
41.888812,-87.632118,345 North La Salle Boulevard,345 North La Salle Boulevard,1,Type B
41.89993,-87.694992,2714 W. Augusta Blvd,ChiArts,4,Type B
41.87361911,-87.71059819,3357 W. Harrison,Citgo Gas,1,Type B
41.896337,-87.625864,750 North Rush Street,55 E Chicago Avenue - Potbelly Sandwich Shop,1,Type B
41.917117,-87.707664,3213 West Armitage Avenue,Sink Swim,1,Type B
41.884806,-87.624953,150 North Michigan Avenue,150 North Michigan Avenue,2,Type B
41.877381,-87.624427,"Pedway, 330 S. Michigan Ave",330 S. Michigan Ave,2,Type B
41.85417808,-87.64166997,2150 S. Jefferson St.,88 Marketplace,2,Type B
41.68217188,-87.62065503,11614 S Michigan,Kids Off The Block,2,Type B
41.88378,-87.637425,100-110 North Wacker Drive,100-110 North Wacker Drive,2,Type B
41.886805,-87.630687,77 W Wacker,77 W Wacker,6,Type B
41.86663289,-87.69545137,2750 W. Roosevelt Rd,A Safe Haven,1,Type B
41.885087,-87.654461,171 N. Aberdeen St,"Capriottis Sandwich Shop, 171 N. Aberdeen St",2,Type B
